条目ID,登记名称,目录名称,目录状态,卷,部,目录分类,条目类型,研究深度,登记状态,证据截止日,Jev实际模型,Jev推理版本,Jev示例版本,运行时间UTC,摘要SHA256,Mapping文件,Jev原始结果文件,四气选择,四气选择置信度,四气_寒_概率,四气_凉_概率,四气_平_概率,四气_温_概率,四气_热_概率,五味_酸_Noul得分,五味_苦_Noul得分,五味_甘_Noul得分,五味_辛_Noul得分,五味_咸_Noul得分,归经_心经_Noul得分,归经_肝经_Noul得分,归经_脾经_Noul得分,归经_肺经_Noul得分,归经_肾经_Noul得分,心经_主方向选择,心经_方向选择置信度,心经_阴-_概率,心经_阴+_概率,心经_阳-_概率,心经_阳+_概率,肝经_主方向选择,肝经_方向选择置信度,肝经_阴-_概率,肝经_阴+_概率,肝经_阳-_概率,肝经_阳+_概率,脾经_主方向选择,脾经_方向选择置信度,脾经_阴-_概率,脾经_阴+_概率,脾经_阳-_概率,脾经_阳+_概率,肺经_主方向选择,肺经_方向选择置信度,肺经_阴-_概率,肺经_阴+_概率,肺经_阳-_概率,肺经_阳+_概率,肾经_主方向选择,肾经_方向选择置信度,肾经_阴-_概率,肾经_阴+_概率,肾经_阳-_概率,肾经_阳+_概率
low-fat-milk,低脂牛奶,低脂牛奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:02:37.587474+00:00,e8fe9617c10a442866093cd53b0b5e7b3567c0687aaf86edee9365bbe70967fc,references/entries/low-fat-milk/mapping.md,qa/jev-entry-batches/13-pistachio-and-dairy/raw/low-fat-milk.json,平,0.96,0,0,0.98,0.02,0,0.07,0.04,0.36,0.05,0.08,0.07,0.06,0.12,0.06,0.07,阴+,0.41,0.12,0.56,0.11,0.21,阴+,0.15,0.3,0.35,0.22,0.13,阴+,0.44,0.13,0.58,0.01,0.28,阴+,0.63,0.17,0.72,0.05,0.06,阴+,0.52,0.26,0.64,0.02,0.08
skim-milk,脱脂牛奶,脱脂牛奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:02:38.057584+00:00,9c2a2d367edfb946ee22564ec9ab5c7e833483d837df9f8394e3e703766191db,references/entries/skim-milk/mapping.md,qa/jev-entry-batches/13-pistachio-and-dairy/raw/skim-milk.json,平,0.94,0.01,0.02,0.95,0.02,0,0.06,0.04,0.44,0.04,0.07,0.06,0.05,0.16,0.07,0.08,阴+,0.53,0.16,0.65,0.05,0.14,阴+,0.19,0.35,0.38,0.16,0.11,阴+,0.37,0.15,0.53,0.01,0.31,阴+,0.63,0.2,0.73,0.02,0.05,阴+,0.64,0.2,0.73,0.02,0.05
a2-milk,A2牛奶,A2牛奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:02:38.498871+00:00,8f45592a865cdb0cc94db54c9d518674365ba4fd52cf1512b2a409b9c0436ea4,references/entries/a2-milk/mapping.md,qa/jev-entry-batches/13-pistachio-and-dairy/raw/a2-milk.json,平,0.97,0,0,0.98,0.02,0,0.07,0.04,0.34,0.04,0.06,0.04,0.06,0.29,0.05,0.06,阴+,0.37,0.15,0.53,0.12,0.2,阴-,0.2,0.39,0.23,0.26,0.12,阴-,0.16,0.38,0.27,0.02,0.33,阴+,0.44,0.24,0.58,0.1,0.08,阴+,0.55,0.24,0.67,0.03,0.06
high-protein-milk,高蛋白牛奶,高蛋白牛奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:02:38.928347+00:00,72222140f781dbc32d8f2ed5f52455d28d56c7f0bbe228fd7681f2324821d633,references/entries/high-protein-milk/mapping.md,qa/jev-entry-batches/13-pistachio-and-dairy/raw/high-protein-milk.json,平,0.99,0,0,0.99,0.01,0,0.06,0.04,0.28,0.04,0.06,0.06,0.05,0.19,0.05,0.11,阴+,0.33,0.07,0.5,0.04,0.39,阴+,0.15,0.24,0.36,0.08,0.32,阳+,0.62,0.04,0.23,0.01,0.72,阴+,0.63,0.14,0.73,0.03,0.1,阴+,0.54,0.16,0.66,0.03,0.15
lactose-free-milk,无乳糖牛奶,无乳糖牛奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:02:39.383293+00:00,f1474d81448b8866f769e890119a2347ad37516104829c3d6f00ed1e07c60f33,references/entries/lactose-free-milk/mapping.md,qa/jev-entry-batches/13-pistachio-and-dairy/raw/lactose-free-milk.json,平,0.98,0,0,0.99,0.01,0,0.07,0.04,0.36,0.04,0.06,0.04,0.05,0.31,0.06,0.07,阴+,0.39,0.2,0.54,0.08,0.18,阴-,0.26,0.44,0.18,0.24,0.14,阴-,0.28,0.46,0.25,0.01,0.28,阴+,0.41,0.32,0.56,0.05,0.07,阴+,0.42,0.33,0.56,0.03,0.08
yogurt,酸奶,酸奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,fermented_food,R2,summary_frozen,2026-09-23,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T07:09:09.026744+00:00,9814c02e7e4e01f4e9bd7a60c3a3dfa0d8b4a07d71f894e5411a06eb455f64d1,references/entries/yogurt/mapping.md,qa/jev-ten-batch/raw/yogurt.json,平,0.89,0.01,0.07,0.92,0,0,0.4,0.07,0.4,0.06,0.06,0.12,0.06,0.36,0.06,0.07,阴+,0.17,0.21,0.37,0.2,0.22,阴-,0.34,0.51,0.12,0.24,0.13,阳+,0.26,0.42,0.13,0.01,0.44,阴+,0.27,0.41,0.44,0.06,0.09,阴+,0.36,0.38,0.52,0.02,0.08
greek-yogurt,希腊酸奶,希腊酸奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:02:39.803076+00:00,9a3c7669b84939d6fc03fb1fb4c185d0671e554d7060e714318a43cff12a3ae1,references/entries/greek-yogurt/mapping.md,qa/jev-entry-batches/13-pistachio-and-dairy/raw/greek-yogurt.json,平,0.97,0.01,0.02,0.97,0,0,0.3,0.07,0.27,0.05,0.07,0.06,0.05,0.14,0.06,0.07,阴+,0.27,0.3,0.45,0.1,0.15,阴-,0.26,0.44,0.23,0.22,0.11,阳+,0.32,0.3,0.2,0.01,0.49,阴+,0.42,0.31,0.57,0.06,0.06,阴+,0.5,0.31,0.61,0.03,0.05
high-protein-yogurt,高蛋白酸奶,高蛋白酸奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:02:40.252493+00:00,1c7ec0e252bda979ad49baf5571760e1dc033d39b6a339fecba94ab14e42ad04,references/entries/high-protein-yogurt/mapping.md,qa/jev-entry-batches/13-pistachio-and-dairy/raw/high-protein-yogurt.json,平,0.98,0.01,0.01,0.98,0,0,0.18,0.04,0.21,0.04,0.06,0.05,0.04,0.13,0.04,0.05,阳+,0.18,0.23,0.3,0.09,0.38,阴-,0.24,0.44,0.11,0.27,0.18,阳+,0.53,0.2,0.14,0.01,0.65,阴+,0.21,0.36,0.41,0.1,0.13,阴+,0.34,0.34,0.5,0.05,0.11
flavored-yogurt,风味酸奶,风味酸奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,fermented_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:55.259544+00:00,87212c2a669e4461dfb354fd595642887da2fd61dbdd721ce34393ce84dea532,references/entries/flavored-yogurt/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/flavored-yogurt.json,平,0.99,0.01,0,0.99,0,0,0.19,0.04,0.4,0.04,0.05,0.04,0.04,0.09,0.04,0.05,阴+,0.11,0.25,0.33,0.18,0.24,阴-,0.3,0.47,0.1,0.3,0.13,阳+,0.21,0.34,0.24,0.02,0.39999999999999997,阴+,0.27,0.38,0.45,0.09,0.08,阴+,0.3,0.39,0.47,0.05,0.09
shelf-stable-yogurt,常温酸奶,常温酸奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,fermented_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:55.592038+00:00,58bdcdec3da16bcd1dd9c70420fc207152fc4ce9baed3127f9f85960dbe6584f,references/entries/shelf-stable-yogurt/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/shelf-stable-yogurt.json,平,1,0,0,1,0,0,0.19,0.05,0.19,0.05,0.05,0.05,0.04,0.1,0.05,0.05,阴+,0.08,0.23,0.3,0.2,0.27,阴-,0.29,0.47,0.09,0.31,0.13,阳+,0.36,0.33,0.14,0.01,0.52,阴+,0.27,0.35,0.45,0.1,0.1,阴+,0.3,0.37,0.48,0.06,0.09
frozen-yogurt,冻酸奶,冻酸奶,正式目录,卷四,乳酪与发酵部,乳与酸乳,fermented_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:54.926248+00:00,e516cc567f148128b4bb298195e5bc74bfe4e4cebc0823fc6d7fb80b0809b511,references/entries/frozen-yogurt/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/frozen-yogurt.json,平,0.85,0.07,0.05,0.88,0,0,0.15,0.04,0.26,0.04,0.05,0.04,0.04,0.09,0.04,0.05,阴+,0.09,0.25,0.31,0.26,0.18,阴-,0.29,0.47000000000000003,0.08,0.35,0.1,阴-,0.22,0.42,0.15,0.03,0.4,阴-,0.17,0.37,0.35,0.2,0.08,阴+,0.23,0.41,0.41,0.1,0.08
mozzarella-cheese,马苏里拉奶酪,马苏里拉奶酪,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,cheese,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:55.935005+00:00,8e7a1c0999c25a7ece8cc22d5ccb24861f1d5c909f679643c7b70596f9a432db,references/entries/mozzarella-cheese/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/mozzarella-cheese.json,平,0.99,0,0,1,0,0,0.06,0.04,0.11,0.04,0.22,0.04,0.04,0.06,0.04,0.04,阴-,0.04,0.28,0.24,0.2,0.28,阴-,0.33,0.5,0.13,0.23,0.14,阴-,0.24,0.44,0.2,0.04,0.32,阴-,0.23,0.42,0.37,0.1,0.11,阴-,0.35,0.52,0.3,0.07,0.11
cheddar-cheese,切达奶酪,切达奶酪,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,cheese,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:56.277486+00:00,5b32e7f4bcb2d1466dffe975e5ddd37cd4735a6c98077af7244786b54576d1dd,references/entries/cheddar-cheese/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/cheddar-cheese.json,平,0.96,0,0,0.97,0.03,0,0.09,0.04,0.14,0.06,0.29,0.09,0.06,0.09,0.04,0.05,阳+,0.22,0.2,0.12,0.26,0.42,阴-,0.22,0.42,0.08,0.3,0.2,阳+,0.26,0.32,0.22,0.02,0.44,阴-,0.31,0.48,0.25,0.1,0.17,阴-,0.24,0.43,0.35,0.04,0.18
parmesan-cheese,帕玛森奶酪,帕玛森奶酪,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,cheese,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:56.597747+00:00,0c63a5fa2cee7bf1dfb3c4682c447db34c2b269bb56d36e5dbff760aa0156e78,references/entries/parmesan-cheese/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/parmesan-cheese.json,平,0.98,0,0,0.99,0.01,0,0.07,0.05,0.13,0.06,0.26,0.08,0.05,0.08,0.05,0.07,阳-,0.41,0.12,0.07,0.56,0.25,阳-,0.3,0.33,0.04,0.48,0.15,阳+,0.22,0.38,0.15,0.05,0.42,阴-,0.29,0.47,0.21,0.16,0.16,阴-,0.23,0.42,0.2,0.23,0.15
cream-cheese,奶油奶酪,奶油奶酪,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,cheese,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:56.914783+00:00,f4a1c153a0bd0ac9a9662b490fcd6bd4bf91bdb72de2c66edf6da26b9bab1755,references/entries/cream-cheese/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/cream-cheese.json,平,0.98,0,0,0.99,0.01,0,0.18,0.04,0.2,0.05,0.15,0.05,0.05,0.09,0.04,0.05,阴+,0.13,0.21,0.35,0.13,0.31,阴-,0.17,0.38,0.27,0.18,0.17,阴+,0.23,0.27,0.42,0.02,0.29,阴+,0.2,0.37,0.4,0.1,0.13,阴+,0.35,0.32,0.51,0.06,0.11
processed-cheese,再制奶酪,再制奶酪,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:57.251144+00:00,5f884477e01225ea2bd444cba08ccb66342d1ca9895163dffa571eeab2454f72,references/entries/processed-cheese/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/processed-cheese.json,平,0.99,0,0,0.99,0.01,0,0.06,0.04,0.11,0.05,0.35,0.04,0.04,0.07,0.04,0.1,阴-,0.09,0.32,0.14,0.25,0.29,阴-,0.3,0.47,0.08,0.29,0.16,阴-,0.29,0.46,0.17,0.03,0.34,阴-,0.37,0.53,0.23,0.12,0.12,阴-,0.6,0.7,0.13,0.07,0.1
butter,黄油,黄油,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,dairy_fat,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:57.588026+00:00,bbd1c8a56fcc793bd98fe3c9f15a6f92943815fb830dbbb0e6cf30aee26aa1a9,references/entries/butter/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/butter.json,平,0.89,0,0,0.91,0.08,0.01,0.06,0.04,0.19,0.05,0.12,0.08,0.06,0.1,0.04,0.05,阳+,0.38,0.15,0.17,0.14,0.54,阳+,0.12,0.29,0.26,0.11,0.34,阳+,0.36,0.17,0.3,0.01,0.52,阴+,0.19,0.3,0.39,0.08,0.23,阴+,0.16,0.28,0.38,0.04,0.3
cream,淡奶油,淡奶油,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,dairy_fat,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T14:42:57.927824+00:00,5fd3aa5a78d960f3650445a2aff1b59242986e1af60fc1e7cd511ad7be9871d5,references/entries/cream/mapping.md,qa/jev-entry-batches/14-fermented-dairy-cheese/raw/cream.json,平,0.97,0,0,0.98,0.02,0,0.06,0.04,0.21,0.05,0.06,0.05,0.05,0.09,0.04,0.05,阴+,0.33,0.14,0.51,0.08,0.27,阴+,0.18,0.35,0.38,0.13,0.14,阴+,0.42,0.21,0.56,0.02,0.21,阴+,0.43,0.28,0.58,0.05,0.09,阴+,0.41,0.28,0.56,0.05,0.11
milk-cap,奶盖,奶盖,正式目录,卷四,乳酪与发酵部,奶酪与乳脂,processed_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:20.621957+00:00,b708ed7f03919b7a93be49b19d793225375ea6487bcfb30478c041e0d2dda7ec,references/entries/milk-cap/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/milk-cap.json,平,0.99,0,0,1,0,0,0.05,0.04,0.15,0.04,0.08,0.04,0.04,0.06,0.04,0.04,阴+,0.08,0.23,0.31,0.19,0.27,阴-,0.21,0.41,0.13,0.32,0.14,阴-,0.18,0.39,0.33,0.03,0.25,阴-,0.16,0.36,0.34,0.17,0.13,阴-,0.24,0.43,0.36,0.09,0.12
kefir,开菲尔,开菲尔,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:20.975646+00:00,8b08c82fd74e9ace27a93e12615f70f87274616e2285683d90b9f73f5f1ff77e,references/entries/kefir/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/kefir.json,平,0.98,0,0.01,0.99,0,0,0.19,0.06,0.19,0.06,0.05,0.05,0.05,0.13,0.06,0.06,阴+,0.06,0.28,0.29,0.19,0.24,阴-,0.34,0.51,0.08,0.28,0.13,阴-,0.29,0.47,0.11,0.02,0.4,阴-,0.22,0.42,0.31,0.15,0.12,阴-,0.27,0.45,0.41,0.04,0.1
kombucha,康普茶,康普茶,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T07:09:10.805551+00:00,9b0165c1419b59dec9df01718a0fb9574c603a4d020271833deba66d0d871c5f,references/entries/kombucha/mapping.md,qa/jev-ten-batch/raw/kombucha.json,平,0.98,0,0.01,0.99,0,0,0.13,0.08,0.13,0.06,0.04,0.05,0.06,0.09,0.06,0.06,阳-,0.39,0.29,0.05,0.55,0.11,阴-,0.33,0.49,0.03,0.42,0.06,阴-,0.5,0.63,0.03,0.09,0.25,阴-,0.26,0.45,0.13,0.38,0.04,阴-,0.54,0.65,0.09,0.19,0.07
natto,纳豆,纳豆,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:21.355865+00:00,f00c3010cf159d82818f8550fee42d248691eea0169c39cf00ecadd84761b637,references/entries/natto/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/natto.json,平,0.99,0,0,0.99,0.01,0,0.07,0.08,0.18,0.1,0.07,0.07,0.09,0.12,0.06,0.22,阳-,0.07,0.29,0.12,0.31,0.28,阴-,0.2,0.4,0.14,0.31,0.15,阴-,0.29,0.46,0.09,0.02,0.43,阴-,0.22,0.42,0.28,0.17,0.13,阴+,0.31,0.24,0.49,0.02,0.25
kimchi,韩式泡菜,韩式泡菜,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:23:45.009934+00:00,6cb6ce9377b4291053de5d8126b875ef85add0f07d53c7f822a3c7657d06a8e4,references/entries/kimchi/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/kimchi.json,平,0.88,0.02,0.06,0.9,0.02,0,0.39,0.07,0.09,0.32,0.37,0.05,0.08,0.13,0.06,0.06,阴-,0.27,0.45,0.04,0.3,0.21,阴-,0.47,0.6,0.02,0.31,0.07,阴-,0.6,0.7,0.02,0.02,0.26,阴-,0.5,0.63,0.1,0.2,0.07,阴-,0.78,0.84,0.04,0.06,0.06
pickled-cucumber,酸黄瓜,酸黄瓜,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:22.065668+00:00,ec5e4b8c93045134d77e17be4f7ce95d8415031a4895b09a8dbcff2ed49679b4,references/entries/pickled-cucumber/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/pickled-cucumber.json,平,0.89,0.02,0.07,0.91,0,0,0.54,0.06,0.06,0.06,0.34,0.04,0.06,0.12,0.06,0.06,阴-,0.29,0.47,0.06,0.35,0.12,阴-,0.39,0.54,0.05,0.38,0.03,阴-,0.67,0.76,0.02,0.03,0.19,阴-,0.51,0.64,0.1,0.22,0.04,阴-,0.78,0.83,0.06,0.07,0.04
sauerkraut,德国酸菜,德国酸菜,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:22.448207+00:00,3732c6a8d1ca1877efe5719f4d0dcd605c5be3b69fe66b168630159f92e25a52,references/entries/sauerkraut/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/sauerkraut.json,平,0.89,0.02,0.07,0.9,0.01,0,0.41,0.06,0.08,0.08,0.26,0.06,0.07,0.14,0.06,0.06,阳-,0.29,0.36,0.04,0.46,0.14,阴-,0.54,0.65,0.02,0.28,0.04,阴-,0.66,0.74,0.02,0.02,0.22,阴-,0.57,0.68,0.09,0.18,0.05,阴-,0.74,0.8,0.05,0.09,0.06
miso,味噌,味噌,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:22.835747+00:00,81562a62181a9d22d5d342dde019dc57e4142d4351bf6ed94e249620e04e508b,references/entries/miso/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/miso.json,平,0.97,0,0,0.98,0.02,0,0.07,0.07,0.13,0.1,0.58,0.1,0.08,0.12,0.05,0.09,阳-,0.46,0.16,0.03,0.6,0.21,阳-,0.29,0.4,0.03,0.45999999999999996,0.11,阴-,0.38,0.53,0.03,0.02,0.42,阴-,0.46,0.6,0.06,0.19,0.15,阴-,0.5,0.62,0.06,0.2,0.12
tempeh,天贝,天贝,正式目录,卷四,乳酪与发酵部,发酵食品,fermented_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:23.242777+00:00,99a2987505a5db159c20d6fbfe7b52e74ca6c0e49b9e8235df8efc0f7c4b45a1,references/entries/tempeh/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/tempeh.json,平,0.99,0,0,1,0,0,0.08,0.07,0.23,0.08,0.07,0.07,0.08,0.15,0.06,0.07,阴-,0.12,0.34,0.14,0.26,0.26,阴-,0.31,0.48,0.06,0.27,0.19,阳+,0.38,0.4,0.05,0.01,0.54,阴-,0.43,0.57,0.16,0.09,0.18,阴-,0.36,0.51,0.29,0.06,0.14
fermented-chili-sauce,发酵辣椒酱,发酵辣椒酱,正式目录,卷四,乳酪与发酵部,发酵食品,processed_food,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:23.608412+00:00,b02379cd38afe183118ac7590ece140cccc0b95cf98fffd2c5ba08ee133a4b8e,references/entries/fermented-chili-sauce/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/fermented-chili-sauce.json,平,0.66,0,0,0.73,0.15,0.12,0.24,0.08,0.11,0.49,0.32,0.05,0.07,0.09,0.06,0.05,阳+,0.4,0.18,0.01,0.26,0.55,阴-,0.13,0.34,0.01,0.31,0.34,阴-,0.4,0.55,0.01,0.04,0.4,阴-,0.16,0.37,0.02,0.26,0.35,阴-,0.3,0.47,0.02,0.12,0.39
avocado,牛油果,牛油果,正式目录,卷五,新果蔬部,现代常见水果,ingredient,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-24T15:14:23.967168+00:00,7d5d9d3c5203f87e2fd5642114ed972dc308483a9c5088913a7422fb5fa10c11,references/entries/avocado/mapping.md,qa/jev-entry-batches/15-fermented-foods-and-avocado/raw/avocado.json,平,0.99,0,0,1,0,0,0.07,0.05,0.21,0.05,0.05,0.1,0.09,0.12,0.05,0.06,阴+,0.38,0.18,0.54,0.18,0.1,阴+,0.43,0.24,0.57,0.15,0.04,阴+,0.32,0.24,0.48,0.02,0.26,阴+,0.51,0.27,0.63,0.06,0.04,阴+,0.49,0.29,0.61,0.04,0.06
blueberry,蓝莓,蓝莓,正式目录,卷五,新果蔬部,现代常见水果,ingredient,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T05:31:42.347712+00:00,51e727d9eda76e328e26809252383563826d7bfe58b666086a500ed9e7d443f3,references/entries/blueberry/mapping.md,qa/jev-entry-batches/16-berries-and-tropical-fruits/raw/blueberry.json,平,0.98,0,0.02,0.98,0,0,0.14,0.06,0.31,0.04,0.04,0.15,0.08,0.07,0.06,0.07,阴+,0.54,0.08,0.65,0.18,0.09,阴+,0.39,0.19,0.53,0.26,0.02,阴+,0.31,0.32,0.49,0.02,0.17,阴+,0.59,0.17,0.7,0.12,0.01,阴+,0.69,0.18,0.77,0.04,0.01
cranberry,蔓越莓,蔓越莓,正式目录,卷五,新果蔬部,现代常见水果,ingredient,R2,summary_frozen_R2,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T05:31:42.883476+00:00,65e55c732a331457b63393745bab31d0ff753e63385850eb5aae60e0ad7cc66f,references/entries/cranberry/mapping.md,qa/jev-entry-batches/16-berries-and-tropical-fruits/raw/cranberry.json,平,0.8,0.04,0.12,0.84,0,0,0.9,0.05,0.11,0.04,0.04,0.06,0.06,0.11,0.07,0.35,阴+,0.19,0.35,0.39,0.23,0.03,阴-,0.17,0.37,0.27,0.34,0.02,阴-,0.42,0.56,0.34,0.04,0.05,阴+,0.2,0.38,0.4,0.21,0.01,阴-,0.66,0.73,0.19,0.07,0.01
raspberry,树莓（红树莓）,树莓,正式目录,卷五,新果蔬部,现代常见水果,ingredient,R1,summary_frozen_R1,2026-09-24,jev-1.13.0,jev-tcm-reasoning-v0.4,jev-tcm-pilot-fixtures-v0.4,2026-09-25T05:31:43.287337+00:00,b8f2ddc66320cf93f26cdddea12efebd332b6592d85c23b310d96eeb3afd45db,references/entries/raspberry/mapping.md,qa/jev-entry-batches/16-berries-and-tropical-fruits/raw/raspberry.json,平,0.96,0,0.03,0.97,0,0,0.17,0.05,0.46,0.05,0.04,0.06,0.06,0.11,0.06,0.06,阴+,0.46,0.14,0.59,0.21,0.06,阴+,0.34,0.23,0.51,0.24,0.02,阴+,0.24,0.4,0.43,0.02,0.15,阴+,0.64,0.16,0.73,0.09,0.02,阴+,0.53,0.28,0.65,0.05,0.02
